,Model,accuracy,confusion,f1,precision,recall,train_size
0,LSTM BoW,0.37618016457340836,"[[5.060e+02 2.304e+02 2.852e+02 1.436e+02 1.750e+02]
 [4.000e-01 4.200e+00 8.000e-01 8.000e-01 1.800e+00]
 [2.500e+01 4.000e+01 1.522e+02 6.400e+00 3.560e+01]
 [3.740e+01 2.644e+02 5.500e+01 2.062e+02 1.386e+02]
 [0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]",0.2322315297883267,0.3568805711187325,0.2129494080405566,40
1,LSTM TFIDF,0.3300996102208748,"[[5.234e+02 2.580e+02 2.886e+02 1.456e+02 2.120e+02]
 [4.000e-01 4.980e+01 4.000e+00 2.860e+01 1.160e+01]
 [4.000e+00 1.280e+01 9.400e+00 3.200e+00 1.020e+01]
 [4.100e+01 2.184e+02 1.912e+02 1.796e+02 1.172e+02]
 [0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]",0.19797734620134788,0.30731865543248926,0.18919740194092521,40
2,LSTM W2V,0.4584668687743612,"[[543.  240.  191.6 140.2 209.4]
 [  0.   31.2   4.2   0.6   2.2]
 [  3.8  84.8 274.8   7.2  15.4]
 [ 22.  183.   22.6 209.  123.4]
 [  0.    0.    0.    0.    0.6]]",0.32540283807321224,0.4315974502845261,0.47739467447861117,40
3,LSTM Hybrid,0.4769164140320485,"[[5.384e+02 2.330e+02 1.962e+02 1.114e+02 2.172e+02]
 [4.000e-01 1.520e+01 3.400e+00 4.000e-01 8.000e-01]
 [8.200e+00 6.840e+01 2.756e+02 7.200e+00 1.800e+01]
 [1.180e+01 2.088e+02 1.760e+01 2.266e+02 6.960e+01]
 [1.000e+01 1.360e+01 4.000e-01 1.140e+01 4.540e+01]]",0.367401062185161,0.4598735163388333,0.450136620389337,40
4,LSTM BoW,0.6290877038342882,"[[513.2  25.2  37.2   6.6 134.4]
 [  7.4 339.8  10.  243.4  50.2]
 [ 17.2  44.4 423.8   9.4  32.4]
 [  8.  109.2   6.6  90.   67.8]
 [ 12.4  10.6   7.4   1.8  60.6]]",0.5099365133119866,0.5739777953582099,0.5324932523872471,80
5,LSTM TFIDF,0.5427060379021595,"[[5.240e+02 3.960e+01 6.540e+01 2.600e+00 1.472e+02]
 [6.400e+00 2.880e+02 9.160e+01 2.090e+02 6.140e+01]
 [2.140e+01 6.320e+01 2.668e+02 8.400e+00 8.760e+01]
 [3.000e+00 1.330e+02 5.520e+01 1.310e+02 2.760e+01]
 [3.400e+00 5.400e+00 6.000e+00 2.000e-01 2.160e+01]]",0.40778159848990025,0.49453560240574923,0.422635737078913,80
6,LSTM W2V,0.7994711326575584,"[[526.4  22.6   3.    2.   93.8]
 [  3.4 401.6  43.8  27.   34.6]
 [  4.6  20.6 433.    7.8   7.8]
 [  3.4  53.6   1.8 303.   59.2]
 [ 20.4  30.8   3.4  11.4 150. ]]",0.7645728590229999,0.7787661960890975,0.7683468489706331,80
7,LSTM Hybrid,0.8434552666372852,"[[519.2  12.6   8.6   1.   70.8]
 [  4.2 428.6  28.6  17.2  23.2]
 [  3.8  12.  441.    5.8   8.2]
 [  3.6  54.    3.2 323.8  42. ]
 [ 27.4  22.    3.6   3.4 201.2]]",0.827786055315317,0.8308993785873264,0.8384090862449625,80
8,LSTM BoW,0.7786451323463437,"[[492.8  18.8  21.6   2.4  80.6]
 [  4.8 405.4  10.4 127.   23.2]
 [  6.6  29.2 429.6   7.8  10.8]
 [  4.2  30.4   2.2 200.   15.2]
 [ 40.8  39.2  11.    7.2 207.8]]",0.7376765264929434,0.7548097739909176,0.757673908905282,120
9,LSTM TFIDF,0.7446388515029161,"[[4.792e+02 1.160e+01 1.000e+00 2.000e-01 8.040e+01]
 [3.200e+00 3.958e+02 1.880e+01 1.468e+02 1.920e+01]
 [1.000e+01 5.720e+01 4.114e+02 9.400e+00 4.800e+01]
 [2.000e-01 1.120e+01 6.000e-01 1.854e+02 2.000e+00]
 [5.660e+01 4.720e+01 4.300e+01 2.600e+00 1.880e+02]]",0.7000340952400143,0.7184285398396352,0.692906177329401,120
10,LSTM W2V,0.8784208165096455,"[[5.134e+02 1.180e+01 2.200e+00 4.000e-01 5.800e+01]
 [4.200e+00 4.284e+02 2.000e+01 4.400e+00 2.900e+01]
 [3.400e+00 1.320e+01 4.482e+02 4.800e+00 3.600e+00]
 [1.600e+00 3.720e+01 1.000e+00 3.332e+02 1.220e+01]
 [2.660e+01 3.240e+01 3.400e+00 1.600e+00 2.348e+02]]",0.8701650525193003,0.8722861073103477,0.8734572406274873,120
11,LSTM Hybrid,0.8749214894571559,"[[5.220e+02 1.640e+01 1.120e+01 4.000e-01 6.120e+01]
 [4.400e+00 4.246e+02 1.640e+01 1.360e+01 2.740e+01]
 [3.400e+00 9.800e+00 4.440e+02 4.000e+00 2.600e+00]
 [1.600e+00 4.140e+01 1.400e+00 3.218e+02 8.600e+00]
 [1.780e+01 3.080e+01 1.800e+00 4.600e+00 2.378e+02]]",0.8669874031961179,0.8674016109664382,0.8744538014505998,120
12,LSTM BoW,0.8515303791685701,"[[498.   22.8  21.    1.4  73.4]
 [  5.8 406.8  11.4   7.8  19.6]
 [  5.6  24.4 422.    4.6   5.8]
 [  3.2  26.    3.  318.8  14.8]
 [ 27.   33.4   8.4   5.6 218.4]]",0.8439838262703088,0.8445329350236099,0.8502883419182012,160
13,LSTM TFIDF,0.8431247144814984,"[[4.834e+02 1.760e+01 2.600e+00 4.000e-01 6.300e+01]
 [3.800e+00 4.154e+02 1.180e+01 1.900e+01 1.860e+01]
 [6.200e+00 3.200e+01 4.198e+02 6.800e+00 3.000e+01]
 [2.200e+00 1.340e+01 1.200e+00 3.106e+02 4.000e+00]
 [4.400e+01 3.500e+01 3.040e+01 1.400e+00 2.164e+02]]",0.8358495672577841,0.8353646600632372,0.839700902534289,160
14,LSTM W2V,0.8985838282320694,"[[5.038e+02 1.020e+01 3.600e+00 6.000e-01 5.400e+01]
 [4.200e+00 4.466e+02 1.680e+01 6.800e+00 2.640e+01]
 [2.200e+00 9.000e+00 4.448e+02 4.400e+00 2.200e+00]
 [1.000e+00 1.260e+01 2.000e-01 3.230e+02 6.000e-01]
 [2.840e+01 3.500e+01 4.000e-01 3.400e+00 2.488e+02]]",0.8939137179025659,0.8926664018425366,0.8966024210874958,160
15,LSTM Hybrid,0.888807674737323,"[[497.8  13.2   6.6   0.8  47.4]
 [  4.6 429.4   8.4  10.2  20.6]
 [  5.6  12.2 447.8   3.8   3.6]
 [  1.2  29.8   0.6 321.6  11.4]
 [ 30.4  28.8   2.4   1.8 249. ]]",0.8828647582168465,0.8844437478889604,0.8860932386836721,160
16,LSTM BoW,0.8590041879944159,"[[485.2  21.   18.6   1.   76.8]
 [  5.2 403.8   9.    2.   16. ]
 [  7.   17.  423.6   3.8   4.4]
 [  2.6  36.6   2.4 319.   14.2]
 [ 28.6  26.4   3.6   6.8 214.4]]",0.850758716973494,0.8526662901205599,0.8578394482996348,200
17,LSTM TFIDF,0.8563983248022335,"[[4.690e+02 1.880e+01 4.200e+00 4.000e-01 5.840e+01]
 [7.200e+00 4.202e+02 2.040e+01 8.000e+00 2.060e+01]
 [6.400e+00 2.540e+01 4.150e+02 4.800e+00 2.360e+01]
 [2.200e+00 1.680e+01 1.400e+00 3.164e+02 3.400e+00]
 [4.380e+01 2.360e+01 1.620e+01 3.000e+00 2.198e+02]]",0.850584551049012,0.85089394421534,0.8540005120590255,200
18,LSTM W2V,0.9127035830618893,"[[4.906e+02 7.600e+00 3.600e+00 4.000e-01 4.560e+01]
 [3.600e+00 4.496e+02 4.400e+00 5.200e+00 2.320e+01]
 [1.600e+00 7.600e+00 4.480e+02 4.400e+00 1.600e+00]
 [8.000e-01 9.600e+00 8.000e-01 3.182e+02 4.000e-01]
 [3.200e+01 3.040e+01 4.000e-01 4.400e+00 2.550e+02]]",0.9079789853881705,0.9077992821837974,0.9096503623017285,200
19,LSTM Hybrid,0.9110283852954864,"[[4.914e+02 1.080e+01 5.400e+00 4.000e-01 4.680e+01]
 [3.800e+00 4.466e+02 5.200e+00 5.200e+00 2.100e+01]
 [2.000e+00 6.400e+00 4.458e+02 3.400e+00 1.800e+00]
 [6.000e-01 1.980e+01 2.000e-01 3.220e+02 4.200e+00]
 [3.080e+01 2.120e+01 6.000e-01 1.600e+00 2.520e+02]]",0.9060632990049422,0.9063125681824152,0.9072830138639516,200
20,LSTM BoW,0.8755808440018967,"[[465.6  14.   10.    0.8  52.8]
 [  7.4 408.8   9.2   2.8  17.8]
 [  6.4  15.8 423.6   3.2   4.2]
 [  1.2  27.    2.6 315.   10.2]
 [ 38.6  29.8   4.2   4.4 233.6]]",0.8700446638420709,0.872647771455758,0.8709095442270793,240
21,LSTM TFIDF,0.8731152204836414,"[[464.8  16.8   6.    1.2  47. ]
 [  9.  419.2  17.8   5.2  18. ]
 [  7.8  17.8 411.8   3.6  18.6]
 [  1.6  18.6   1.6 315.    4.4]
 [ 36.   23.   12.4   1.2 230.6]]",0.868479917480349,0.8694254015337937,0.8697774071911069,240
22,LSTM W2V,0.9155998103366525,"[[4.884e+02 7.200e+00 2.600e+00 2.000e-01 4.700e+01]
 [6.800e+00 4.384e+02 8.800e+00 3.400e+00 1.880e+01]
 [4.000e-01 5.000e+00 4.362e+02 3.400e+00 2.000e-01]
 [1.000e+00 8.200e+00 1.800e+00 3.166e+02 1.200e+00]
 [2.260e+01 3.660e+01 2.000e-01 2.600e+00 2.514e+02]]",0.9114375444033238,0.9112728384798281,0.9129553515583545,240
23,LSTM Hybrid,0.9105737316263631,"[[480.8   7.8   2.8   0.   45.6]
 [  4.4 432.    5.6   3.8  17. ]
 [  2.6   3.8 439.6   3.4   1. ]
 [  1.6  17.6   0.6 317.6   4.6]
 [ 29.8  34.2   1.    1.4 250.4]]",0.905619986023574,0.9072843010893772,0.9058750907000865,240
24,LSTM BoW,0.8868052199130014,"[[4.690e+02 1.760e+01 9.200e+00 4.000e-01 5.800e+01]
 [7.800e+00 4.134e+02 7.800e+00 2.600e+00 1.540e+01]
 [7.200e+00 1.620e+01 4.186e+02 2.600e+00 6.000e+00]
 [2.000e-01 2.120e+01 3.600e+00 3.100e+02 9.800e+00]
 [2.380e+01 1.860e+01 2.200e+00 4.000e+00 2.238e+02]]",0.8811756958047837,0.8811889416097587,0.8858163535152623,280
25,LSTM TFIDF,0.877428709521508,"[[451.4  14.6   4.8   0.6  39.6]
 [  9.8 418.6  19.8   6.4  15.6]
 [ 10.6  20.4 402.    2.8  19.8]
 [  1.2  14.    0.8 308.2   2.8]
 [ 35.   19.4  14.    1.6 235.2]]",0.8742837188925439,0.8749640278488705,0.8752532128203452,280
26,LSTM W2V,0.920444659255679,"[[4.742e+02 7.000e+00 2.200e+00 2.000e-01 3.940e+01]
 [6.200e+00 4.344e+02 6.800e+00 1.800e+00 2.120e+01]
 [1.000e+00 3.800e+00 4.306e+02 2.800e+00 0.000e+00]
 [1.800e+00 1.040e+01 1.800e+00 3.136e+02 8.000e-01]
 [2.480e+01 3.140e+01 0.000e+00 1.200e+00 2.516e+02]]",0.9165751473823818,0.9174209109299685,0.9177949293654472,280
27,LSTM Hybrid,0.9210246495891734,"[[4.688e+02 1.040e+01 2.000e-01 0.000e+00 3.980e+01]
 [5.600e+00 4.422e+02 4.000e+00 3.200e+00 2.020e+01]
 [3.800e+00 3.800e+00 4.370e+02 2.800e+00 1.600e+00]
 [2.000e+00 1.160e+01 0.000e+00 3.126e+02 6.400e+00]
 [2.780e+01 1.900e+01 2.000e-01 1.000e+00 2.450e+02]]",0.916196355819047,0.9163970599707589,0.9171353444667589,280
28,LSTM BoW,0.8886150813208478,"[[4.502e+02 1.540e+01 9.000e+00 0.000e+00 4.460e+01]
 [5.400e+00 3.990e+02 6.400e+00 2.200e+00 1.020e+01]
 [8.400e+00 2.060e+01 4.124e+02 3.000e+00 4.800e+00]
 [4.000e-01 2.240e+01 2.400e+00 3.058e+02 1.100e+01]
 [3.560e+01 1.980e+01 1.800e+00 2.600e+00 2.356e+02]]",0.8845108135649611,0.8873322899624375,0.8854463597560949,320
29,LSTM TFIDF,0.887826515524889,"[[451.   15.    5.8   1.   38. ]
 [ 10.2 414.4  14.8   5.   16.2]
 [ 10.8  19.2 403.    2.6  20.4]
 [  2.2  13.    1.  303.8   2.4]
 [ 25.8  15.6   7.4   1.2 229.2]]",0.8845728344675235,0.884142447757379,0.8874097815218814,320
30,LSTM W2V,0.9255791030064071,"[[4.682e+02 5.600e+00 3.600e+00 2.000e-01 3.120e+01]
 [6.000e+00 4.296e+02 8.800e+00 1.600e+00 2.100e+01]
 [6.000e-01 4.200e+00 4.178e+02 1.800e+00 0.000e+00]
 [1.800e+00 8.600e+00 1.600e+00 3.088e+02 4.000e-01]
 [2.340e+01 2.920e+01 2.000e-01 1.200e+00 2.536e+02]]",0.9226274581072333,0.9235738063877955,0.9234709713372581,320
31,LSTM Hybrid,0.9333661902414983,"[[4.678e+02 8.800e+00 2.000e-01 1.600e+00 3.360e+01]
 [5.600e+00 4.412e+02 5.600e+00 3.400e+00 1.540e+01]
 [3.600e+00 2.400e+00 4.248e+02 2.200e+00 1.600e+00]
 [0.000e+00 5.800e+00 1.000e+00 3.054e+02 1.000e+00]
 [2.300e+01 1.900e+01 4.000e-01 1.000e+00 2.546e+02]]",0.9304855258360843,0.9298637242545876,0.9315049538520714,320
32,LSTM BoW,0.9009552538964304,"[[4.502e+02 1.440e+01 6.000e+00 0.000e+00 4.680e+01]
 [6.800e+00 4.108e+02 5.400e+00 1.600e+00 1.760e+01]
 [1.160e+01 1.120e+01 4.086e+02 2.800e+00 6.800e+00]
 [2.000e-01 1.340e+01 1.800e+00 3.004e+02 8.200e+00]
 [2.420e+01 1.620e+01 1.000e+00 1.000e+00 2.220e+02]]",0.8961696140034355,0.8961713868034777,0.8996733819828275,360
33,LSTM TFIDF,0.8960281548516843,"[[441.   14.8   4.    1.   36.6]
 [ 14.2 413.8  13.8   3.6  16. ]
 [ 13.4  13.6 399.4   2.6  16. ]
 [  1.   10.8   0.8 297.6   2.4]
 [ 23.4  13.    4.8   1.  230.4]]",0.8938454089486942,0.8931065255339441,0.8968562598520619,360
34,LSTM W2V,0.9297134238310709,"[[4.664e+02 7.400e+00 1.000e+00 2.000e-01 4.060e+01]
 [4.200e+00 4.244e+02 2.400e+00 1.400e+00 2.140e+01]
 [4.000e-01 1.400e+00 4.182e+02 2.200e+00 0.000e+00]
 [4.000e-01 5.400e+00 1.200e+00 3.008e+02 0.000e+00]
 [2.160e+01 2.740e+01 0.000e+00 1.200e+00 2.394e+02]]",0.9255842771760359,0.9250491464843027,0.9278570460137494,360
35,LSTM Hybrid,0.9316239316239316,"[[4.640e+02 8.000e+00 2.000e-01 1.000e+00 3.400e+01]
 [5.400e+00 4.272e+02 5.600e+00 2.000e+00 1.880e+01]
 [2.400e+00 4.400e+00 4.158e+02 2.200e+00 2.200e+00]
 [4.000e-01 5.400e+00 8.000e-01 3.000e+02 4.000e-01]
 [2.080e+01 2.100e+01 4.000e-01 6.000e-01 2.460e+02]]",0.9285748779289966,0.9278450047962872,0.9305496439623233,360
36,LSTM BoW,0.9067213955874808,"[[4.334e+02 1.120e+01 4.800e+00 0.000e+00 3.400e+01]
 [8.200e+00 4.056e+02 4.600e+00 1.600e+00 1.540e+01]
 [9.800e+00 9.400e+00 4.032e+02 2.600e+00 6.800e+00]
 [2.000e-01 1.300e+01 1.400e+00 2.918e+02 5.000e+00]
 [3.360e+01 1.760e+01 1.600e+00 1.000e+00 2.332e+02]]",0.9034159910678236,0.9052941019441774,0.9031279386784437,400
37,LSTM TFIDF,0.9042585941508465,"[[431.4  11.2   1.4   0.6  32.4]
 [ 13.  411.8  14.    3.4  15.8]
 [ 11.2  12.8 395.8   2.4  10.2]
 [  2.   11.    1.  289.2   1.8]
 [ 27.6  10.    3.4   1.4 234.2]]",0.9023116661099447,0.9025035281208,0.9034045334136153,400
38,LSTM W2V,0.9425346331452026,"[[4.640e+02 4.800e+00 1.400e+00 0.000e+00 3.320e+01]
 [3.600e+00 4.224e+02 2.000e+00 2.200e+00 1.460e+01]
 [0.000e+00 8.000e-01 4.120e+02 1.800e+00 0.000e+00]
 [1.000e+00 4.600e+00 2.000e-01 2.928e+02 8.000e-01]
 [1.660e+01 2.420e+01 0.000e+00 2.000e-01 2.458e+02]]",0.939166638407235,0.9388079045849219,0.9403311531146297,400
39,LSTM Hybrid,0.9442791174961519,"[[4.608e+02 6.200e+00 0.000e+00 0.000e+00 3.060e+01]
 [5.200e+00 4.258e+02 1.800e+00 1.800e+00 1.400e+01]
 [1.600e+00 1.200e+00 4.130e+02 1.800e+00 1.400e+00]
 [6.000e-01 3.800e+00 4.000e-01 2.928e+02 4.000e-01]
 [1.700e+01 1.980e+01 4.000e-01 6.000e-01 2.480e+02]]",0.9413897967127751,0.9408472501263485,0.9423729355364003,400
40,LSTM BoW,0.9097957045573599,"[[4.296e+02 1.280e+01 8.200e+00 0.000e+00 3.600e+01]
 [9.400e+00 3.970e+02 4.000e+00 1.600e+00 1.560e+01]
 [6.000e+00 8.000e+00 3.924e+02 2.600e+00 4.600e+00]
 [2.000e-01 1.460e+01 2.000e+00 2.876e+02 3.000e+00]
 [2.740e+01 1.420e+01 1.600e+00 4.000e-01 2.302e+02]]",0.9071738335666277,0.9078338987375577,0.9078351821554819,440
41,LSTM TFIDF,0.9105290728129912,"[[4.296e+02 1.540e+01 4.000e+00 2.000e-01 3.360e+01]
 [1.360e+01 4.000e+02 1.120e+01 2.000e+00 1.560e+01]
 [1.040e+01 1.020e+01 3.914e+02 2.400e+00 9.000e+00]
 [4.000e-01 1.460e+01 1.000e+00 2.866e+02 6.000e-01]
 [1.860e+01 6.400e+00 6.000e-01 1.000e+00 2.306e+02]]",0.9093976672101766,0.9081333777673267,0.9126533392847032,440
42,LSTM W2V,0.9466736511262441,"[[4.480e+02 3.400e+00 8.000e-01 6.000e-01 2.560e+01]
 [4.000e+00 4.160e+02 2.000e+00 1.200e+00 1.340e+01]
 [1.200e+00 8.000e-01 4.050e+02 1.600e+00 8.000e-01]
 [4.000e-01 3.800e+00 4.000e-01 2.886e+02 0.000e+00]
 [1.900e+01 2.260e+01 0.000e+00 2.000e-01 2.496e+02]]",0.9441146164624215,0.9444559718873267,0.9446097647966336,440
43,LSTM Hybrid,0.9510738606600315,"[[4.522e+02 4.800e+00 0.000e+00 6.000e-01 2.920e+01]
 [3.200e+00 4.204e+02 2.200e+00 2.200e+00 1.020e+01]
 [1.000e+00 4.000e-01 4.060e+02 1.000e+00 1.200e+00]
 [0.000e+00 5.800e+00 0.000e+00 2.882e+02 0.000e+00]
 [1.620e+01 1.520e+01 0.000e+00 2.000e-01 2.488e+02]]",0.9484431584833191,0.9477748932667645,0.9494328150851719,440
44,LSTM BoW,0.9168539325842696,"[[421.   12.6   6.    0.   29. ]
 [  6.8 392.6   2.8   0.8  16. ]
 [  6.2   9.  386.8   2.4   4. ]
 [  0.6  12.4   2.6 281.8   2.2]
 [ 28.   12.2   1.2   0.6 231.4]]",0.9145695940155167,0.9158336207644376,0.9143219629818411,480
45,LSTM TFIDF,0.9229534510433387,"[[4.282e+02 1.280e+01 4.400e+00 0.000e+00 3.060e+01]
 [1.040e+01 4.044e+02 1.040e+01 2.800e+00 1.460e+01]
 [9.600e+00 7.000e+00 3.838e+02 2.400e+00 7.600e+00]
 [4.000e-01 9.600e+00 6.000e-01 2.794e+02 6.000e-01]
 [1.400e+01 5.000e+00 2.000e-01 1.000e+00 2.292e+02]]",0.9218951925324452,0.9194723089482588,0.926057772084825,480
46,LSTM W2V,0.9554842161583735,"[[4.438e+02 4.200e+00 1.400e+00 4.000e-01 2.340e+01]
 [2.600e+00 4.170e+02 2.200e+00 8.000e-01 1.200e+01]
 [4.000e-01 2.000e-01 3.958e+02 1.600e+00 4.000e-01]
 [4.000e-01 5.400e+00 0.000e+00 2.824e+02 0.000e+00]
 [1.540e+01 1.200e+01 0.000e+00 4.000e-01 2.468e+02]]",0.9531647695472006,0.9526351003296811,0.9539256948294119,480
47,LSTM Hybrid,0.9529159978598181,"[[4.442e+02 3.400e+00 0.000e+00 0.000e+00 3.000e+01]
 [2.600e+00 4.202e+02 1.400e+00 1.400e+00 1.480e+01]
 [2.000e+00 1.400e+00 3.980e+02 1.000e+00 2.200e+00]
 [0.000e+00 5.200e+00 0.000e+00 2.832e+02 2.000e-01]
 [1.380e+01 8.600e+00 0.000e+00 0.000e+00 2.354e+02]]",0.9496736363637657,0.9479101172372392,0.9524623827719079,480
48,LSTM BoW,0.9266265718972116,"[[4.176e+02 1.240e+01 5.200e+00 0.000e+00 2.220e+01]
 [4.800e+00 3.914e+02 4.400e+00 1.000e+00 1.460e+01]
 [6.400e+00 7.600e+00 3.786e+02 2.400e+00 3.400e+00]
 [6.000e-01 1.040e+01 1.000e+00 2.750e+02 2.200e+00]
 [2.540e+01 8.600e+00 1.400e+00 2.000e-01 2.322e+02]]",0.925098168660296,0.9260319768960464,0.9252944482828154,520
49,LSTM TFIDF,0.9300164024056862,"[[420.8  12.8   3.6   0.   26. ]
 [  8.2 397.8   5.6   1.2  13.2]
 [  8.8   6.4 380.    2.4   5. ]
 [  0.6   9.4   0.8 274.    2. ]
 [ 16.4   4.    0.6   1.  228.4]]",0.9287056556720407,0.9275647895834659,0.9316997029216575,520
50,LSTM W2V,0.9585565882996173,"[[4.372e+02 3.600e+00 2.000e-01 8.000e-01 2.020e+01]
 [2.600e+00 4.092e+02 8.000e-01 1.000e+00 1.000e+01]
 [4.000e-01 1.200e+00 3.888e+02 1.000e+00 4.000e-01]
 [6.000e-01 3.400e+00 0.000e+00 2.742e+02 2.000e-01]
 [1.400e+01 1.300e+01 8.000e-01 1.600e+00 2.438e+02]]",0.95607736140278,0.9558909864095222,0.9564676587090271,520
51,LSTM Hybrid,0.9556041552761073,"[[4.384e+02 4.000e+00 4.000e-01 1.200e+00 2.520e+01]
 [1.800e+00 4.094e+02 1.000e+00 1.400e+00 1.120e+01]
 [2.200e+00 3.200e+00 3.892e+02 1.000e+00 2.400e+00]
 [0.000e+00 3.600e+00 0.000e+00 2.750e+02 0.000e+00]
 [1.240e+01 1.020e+01 0.000e+00 0.000e+00 2.358e+02]]",0.9530605864182741,0.9515220230518245,0.9552458391608362,520
52,LSTM BoW,0.9320290665176074,"[[4.156e+02 1.060e+01 5.400e+00 0.000e+00 2.280e+01]
 [6.800e+00 3.874e+02 4.600e+00 6.000e-01 1.580e+01]
 [4.200e+00 6.800e+00 3.700e+02 2.400e+00 3.400e+00]
 [0.000e+00 8.400e+00 4.000e-01 2.696e+02 1.600e+00]
 [1.840e+01 8.200e+00 1.000e+00 2.000e-01 2.248e+02]]",0.9304487802716128,0.9298083151094063,0.9318795965930795,560
53,LSTM TFIDF,0.9320290665176074,"[[4.156e+02 1.340e+01 2.200e+00 0.000e+00 2.660e+01]
 [7.000e+00 3.876e+02 4.000e+00 6.000e-01 1.300e+01]
 [1.020e+01 6.400e+00 3.744e+02 2.400e+00 6.800e+00]
 [4.000e-01 9.600e+00 8.000e-01 2.688e+02 1.000e+00]
 [1.180e+01 4.400e+00 0.000e+00 1.000e+00 2.210e+02]]",0.9305271518378853,0.9288276923672758,0.9346438162198231,560
54,LSTM W2V,0.9629960871995527,"[[4.308e+02 2.800e+00 2.000e-01 2.000e-01 1.640e+01]
 [1.400e+00 4.008e+02 6.000e-01 1.000e+00 1.080e+01]
 [0.000e+00 1.000e+00 3.806e+02 1.000e+00 2.000e-01]
 [0.000e+00 2.000e+00 0.000e+00 2.696e+02 0.000e+00]
 [1.280e+01 1.480e+01 0.000e+00 1.000e+00 2.410e+02]]",0.9607017189856502,0.960718899523911,0.9608474465949494,560
55,LSTM Hybrid,0.9633314700950251,"[[4.338e+02 3.400e+00 2.000e-01 4.000e-01 1.780e+01]
 [1.000e+00 4.046e+02 1.000e+00 1.000e+00 1.320e+01]
 [1.000e+00 1.200e+00 3.802e+02 1.400e+00 2.000e+00]
 [0.000e+00 2.400e+00 0.000e+00 2.694e+02 0.000e+00]
 [9.200e+00 9.800e+00 0.000e+00 6.000e-01 2.354e+02]]",0.9608559360409583,0.959349603951454,0.9627281517793526,560
56,LSTM BoW,0.9367638650657518,"[[4.098e+02 1.100e+01 5.400e+00 0.000e+00 2.060e+01]
 [8.400e+00 3.778e+02 2.000e+00 0.000e+00 1.700e+01]
 [2.000e+00 7.200e+00 3.654e+02 2.200e+00 3.000e+00]
 [0.000e+00 7.600e+00 4.000e-01 2.658e+02 1.200e+00]
 [1.520e+01 6.200e+00 1.000e+00 2.000e-01 2.196e+02]]",0.9352318375205607,0.9341567167356715,0.937383536695536,600
57,LSTM TFIDF,0.9344768439108062,"[[4.106e+02 1.680e+01 2.600e+00 0.000e+00 2.540e+01]
 [7.400e+00 3.760e+02 2.400e+00 2.000e-01 1.380e+01]
 [6.000e+00 4.800e+00 3.676e+02 2.400e+00 5.600e+00]
 [4.000e-01 7.400e+00 1.400e+00 2.646e+02 1.000e+00]
 [1.100e+01 4.800e+00 2.000e-01 1.000e+00 2.156e+02]]",0.9329890023637011,0.9308331368026812,0.9372220079250644,600
58,LSTM W2V,0.9659233847913093,"[[4.242e+02 3.000e+00 0.000e+00 4.000e-01 1.640e+01]
 [1.000e+00 3.930e+02 6.000e-01 4.000e-01 1.020e+01]
 [1.200e+00 1.000e+00 3.732e+02 1.200e+00 8.000e-01]
 [0.000e+00 2.200e+00 0.000e+00 2.650e+02 0.000e+00]
 [9.000e+00 1.060e+01 4.000e-01 1.200e+00 2.340e+02]]",0.9636036850661229,0.9627209748296751,0.9646416444085807,600
59,LSTM Hybrid,0.965008576329331,"[[4.230e+02 3.800e+00 0.000e+00 0.000e+00 1.620e+01]
 [1.600e+00 3.944e+02 2.000e-01 8.000e-01 1.200e+01]
 [6.000e-01 4.200e+00 3.740e+02 1.000e+00 2.600e+00]
 [0.000e+00 2.400e+00 0.000e+00 2.658e+02 0.000e+00]
 [1.020e+01 5.000e+00 0.000e+00 6.000e-01 2.306e+02]]",0.9628748517881431,0.961392435893121,0.9648505408136943,600
60,LSTM BoW,0.9418373317729666,"[[399.    8.    2.8   0.   16. ]
 [  7.2 372.2   2.2   0.   16.6]
 [  3.2   5.8 358.4   2.2   2.4]
 [  0.    8.4   0.4 261.8   1.4]
 [ 15.2   6.4   1.2   0.  218.2]]",0.9400037752419271,0.9398477511126758,0.9409694678297255,640
61,LSTM TFIDF,0.9380924517261556,"[[4.002e+02 1.080e+01 1.400e+00 0.000e+00 2.560e+01]
 [1.000e+01 3.748e+02 2.600e+00 4.000e-01 1.580e+01]
 [4.000e+00 3.200e+00 3.594e+02 2.600e+00 3.600e+00]
 [0.000e+00 7.000e+00 1.000e+00 2.602e+02 1.000e+00]
 [1.040e+01 5.000e+00 6.000e-01 8.000e-01 2.086e+02]]",0.9358209888436967,0.9334923935648678,0.9400920004002378,640
62,LSTM W2V,0.9727325921591573,"[[4.140e+02 2.200e+00 0.000e+00 0.000e+00 1.100e+01]
 [1.400e+00 3.888e+02 2.000e-01 1.000e+00 9.400e+00]
 [0.000e+00 1.000e+00 3.648e+02 1.000e+00 4.000e-01]
 [0.000e+00 2.000e+00 0.000e+00 2.610e+02 0.000e+00]
 [9.200e+00 6.800e+00 0.000e+00 1.000e+00 2.338e+02]]",0.9708527790849658,0.9702767260765643,0.9714871920251473,640
